Vendor,Category,Item,Price,Origin
EliteShop410,Drugs/Psychedelics/LSD,Verified LSD Blotters 7ct,1.336201 BTC,USA/Europe
GreenMarket125,Drugs/Opioids/Oxycodone,Lab Percs 25ct,3.292493 BTC,Poland
AlphaStore95,Drugs/Ecstasy/Pills,Quality Ecstasy Tabs 500ct,0.26146 BTC,Europe
VenomLab714,Drugs/Psychedelics/LSD,Quality LSD Blotters 2ct,8.139866 BTC,Germany
QuickPro135,Digital/Hacking,Grade-A Fullz,2.698316 BTC,USA
UltraKing555,Fraud/Documents,Fake Tested ID,4.18844 BTC,No Info
SilentMarket189,Drugs/Opioids/Fentanyl,Quality Fentanyl Powder 500g,7.619826 BTC,India
SilentBoss239,Drugs/Psychedelics/Mushrooms,Dried Tested Shrooms 50g,0.378192 BTC,Netherlands
BlackMarket588,Drugs/Opioids/Fentanyl,Verified Fentanyl Powder 10g,4.074727 BTC,Europe
CryptoDirect666,Drugs/Ecstasy/MDMA,Crystal Verified MDMA 50g,0.439199 BTC,France
BlueKing295,Drugs/Stimulants/Speed,Quality Grade-A Amphetamine 250g,2.355721 BTC,Switzerland
ShadowVendor954,Drugs/Prescription/Adderall,Authentic Quality Adderall 5ct,1.957267 BTC,France
AlphaKing870,Drugs/Psychedelics/DMT,Lab Spice 7g,5.289302 BTC,Belgium
BluePro475,Drugs/Prescription/Adderall,Premium Amphetamine Salts 10ct,6.042488 BTC,USA/Europe
QuickDirect928,Drugs/Cannabis/Hash,Quality Grade-A Items 7ct,1.146477 BTC,UK
AlphaMaster277,Fraud/Documents,Fake Quality ID,2.541618 BTC,Czech Republic
AlphaStore878,Drugs/Prescription/Xanax,Tested Benzo 7ct,2.301037 BTC,Australia
PureStore440,Drugs/Ecstasy/MDMA,Grade-A Ecstasy Crystals 14g,0.777335 BTC,UK
NightLab646,Drugs/Prescription/Tramadol,Quality Tramadol 2ct,4.197859 BTC,UK
QuickKing639,Drugs/Opioids/Heroin,Brown Lab Dope 50g,1.014467 BTC,China
OmegaKing43,Drugs/Cannabis/Hash,Premium Quality Product 5g,0.763184 BTC,UK
SilentVendor726,Drugs/Prescription/Adderall,Premium Amphetamine Salts 50ct,1.955819 BTC,No Info
PharmaSource204,Drugs/Psychedelics/DMT,Pure Spice 14g,3.242818 BTC,India
SilentMaster997,Drugs/Cannabis/Weed,Verified Quantity 28g,1.636539 BTC,Switzerland
SpeedMarket271,Drugs/Opioids/Oxycodone,Authentic Lab Oxy 500ct,2.368477 BTC,Europe
GreenMarket125,Drugs/Cannabis/Hash,Quality Lab Items 10ct,2.724833 BTC,Netherlands
SpeedMarket529,Drugs/Cannabis/Weed,Premium Grade-A Product 7g,2.686543 BTC,India
BlueStore943,Drugs/Dissociatives/Ketamine,Premium K Powder 1g,0.753653 BTC,No Info
SilentBoss239,Drugs/Psychedelics/LSD,High-Dose Pure Tabs 250ct,0.342564 BTC,No Info
GreenDealer162,Drugs/Cannabis/Hash,Lab Quantity 250g,3.196942 BTC,Poland
DeltaMarket543,Drugs/Psychedelics/LSD,Tested Liquid LSD 14ml,8.359448 BTC,USA/Europe
SpeedShop526,Drugs/Cannabis/Hash,Premium Premium Product 5g,3.515004 BTC,UK
CryptoLab868,Drugs/Opioids/Heroin,Brown Tested Dope 7g,8.385864 BTC,France
EliteMaster689,Drugs/Opioids/Heroin,Brown Pure Dope 250g,0.131682 BTC,China
KingDirect228,Drugs/Ecstasy/MDMA,Pure Verified Molly 5g,3.485034 BTC,China
ShadowDealer416,Drugs/Psychedelics/DMT,Crystal Pure DMT 1g,0.967247 BTC,Switzerland
PharmaExpert186,Drugs/Stimulants/Speed,Quality Lab Amphetamine 10g,2.787775 BTC,Netherlands
VenomLab764,Drugs/Stimulants/Speed,Crystal Tested Speed 100g,3.591655 BTC,Germany
PharmaDirect770,Drugs/Psychedelics/DMT,Extracted Tested DMT 100g,1.243873 BTC,Netherlands
CryptoDirect666,Drugs/Prescription/Tramadol,Pure Tramadol 2ct,0.980764 BTC,No Info
VenomSource815,Digital/Hacking,Hacked Pure Account,7.258031 BTC,No Info
BlackShop465,Drugs/Opioids/Heroin,High Quality Grade-A Heroin 25g,1.202874 BTC,Switzerland
DarkBoss582,Drugs/Opioids/Fentanyl,Research Chemical Pure Fent 10g,0.793096 BTC,USA
VenomLab714,Drugs/Ecstasy/Pills,Blue Premium Press 1ct,1.265572 BTC,UK
AlphaStore878,Drugs/Cannabis/Edibles,Tested Quantity 10g,2.952809 BTC,USA
AlphaStore132,Drugs/Ecstasy/Pills,Blue Quality Press 7ct,3.54995 BTC,Australia
CryptoLab868,Drugs/Prescription/Xanax,Authentic Grade-A Xanax 7ct,5.127129 BTC,Netherlands
KingLab317,Drugs/Prescription/Tramadol,Grade-A Tramadol 50ct,1.320075 BTC,Australia
UltraLab620,Drugs/Opioids/Heroin,High Quality Premium Heroin 14g,5.396925 BTC,Europe
PharmaDirect770,Drugs/Prescription/Xanax,Premium Benzo 100ct,0.334476 BTC,USA
VenomVendor269,Drugs/Stimulants/Meth,Ice Premium Crystal 7g,6.302264 BTC,France
BlueKing295,Drugs/Cannabis/Edibles,Lab Quantity 500g,0.131381 BTC,Spain
RedLab835,Drugs/Prescription/Xanax,Quality Benzo 25ct,5.892104 BTC,Australia
EliteMaster689,Drugs/Stimulants/Cocaine,Fishscale Pure Coke 7g,5.596679 BTC,Germany
StealthPro162,Drugs/Opioids/Fentanyl,Research Chemical Grade-A Fent 5g,0.920876 BTC,Europe
QuickPro135,Drugs/Cannabis/Weed,Premium Lab Product 7g,6.230468 BTC,Belgium
QuickPro135,Drugs/Prescription/Adderall,Lab Amphetamine Salts 7ct,3.993232 BTC,China
VenomSource815,Drugs/Stimulants/Speed,Crystal Premium Speed 14g,2.529133 BTC,China
VenomVendor269,Drugs/Cannabis/Hash,Tested Quantity 28g,0.77217 BTC,Switzerland
SilentMaster997,Drugs/Psychedelics/DMT,Crystal Tested DMT 50g,3.348435 BTC,UK
StealthVendor191,Drugs/Ecstasy/MDMA,Pure Quality Molly 7g,2.206428 BTC,Netherlands
VenomMarket709,Digital/Hacking,Hacked Tested Account,5.436593 BTC,Germany
SwiftKing346,Fraud/Documents,Counterfeit Verified Passport,5.655897 BTC,No Info
UltraVendor891,Drugs/Stimulants/Speed,Lab Speed Paste 1g,1.566584 BTC,Worldwide
SpeedMarket519,Drugs/Psychedelics/LSD,Verified Liquid LSD 2ml,5.25399 BTC,Czech Republic
BlackShop465,Drugs/Dissociatives/Ketamine,Research Grade Lab Ketamine 50g,1.524439 BTC,France
GhostLab755,Drugs/Opioids/Oxycodone,Pure Percs 5ct,5.583637 BTC,Czech Republic
DeltaMarket543,Drugs/Opioids/Oxycodone,Grade-A Percs 5ct,4.12699 BTC,Worldwide
SilentPro922,Drugs/Cannabis/Edibles,Quality Lab Items 10ct,0.800437 BTC,Czech Republic
SilentMaster997,Drugs/Psychedelics/Mushrooms,Psilocybin Lab Mushrooms 10g,1.506848 BTC,USA
PureMarket96,Drugs/Opioids/Fentanyl,Research Chemical Verified Fent 1g,1.339999 BTC,China
SecureBoss844,Drugs/Ecstasy/MDMA,Crystal Pure MDMA 14g,6.506691 BTC,Europe
UltraLab620,Drugs/Prescription/Xanax,Premium Benzo 250ct,1.211319 BTC,Canada
SwiftKing346,Drugs/Prescription/Tramadol,Generic Pure Ultram 250ct,0.787083 BTC,No Info
BlackShop465,Drugs/Opioids/Oxycodone,Authentic Premium Oxy 500ct,3.319382 BTC,USA/Europe
BlackMarket588,Drugs/Prescription/Tramadol,Tested Tramadol 10ct,1.310948 BTC,India
QuickMaster491,Drugs/Psychedelics/Mushrooms,Dried Quality Shrooms 50g,5.39784 BTC,Australia
BlueKing295,Drugs/Stimulants/Speed,Crystal Pure Speed 2g,2.658257 BTC,Czech Republic
SpeedMarket271,Drugs/Opioids/Fentanyl,Quality Fentanyl Powder 250g,3.974858 BTC,Belgium
SwiftDealer556,Drugs/Psychedelics/DMT,Extracted Grade-A DMT 2g,3.144153 BTC,Europe
AlphaKing463,Drugs/Ecstasy/Pills,Blue Premium Press 7ct,0.731558 BTC,China
KingBoss990,Drugs/Cannabis/Weed,Quality Tested Items 250ct,0.135221 BTC,China
PharmaDirect647,Drugs/Cannabis/Hash,Premium Grade-A Product 10g,6.463332 BTC,USA/Europe
GreenExpert605,Drugs/Psychedelics/DMT,Extracted Lab DMT 10g,1.262114 BTC,France
PharmaDirect770,Drugs/Stimulants/Speed,Quality Speed Paste 5g,1.197856 BTC,Europe
GreenDealer162,Drugs/Cannabis/Edibles,Premium Premium Product 50g,0.302372 BTC,France
UltraLab266,Drugs/Psychedelics/LSD,Quality Liquid LSD 25ml,1.34201 BTC,Europe
AlphaStore132,Drugs/Psychedelics/LSD,High-Dose Verified Tabs 10ct,5.338962 BTC,Poland
DarkShop818,Drugs/Stimulants/Cocaine,Fishscale Grade-A Coke 1g,0.804208 BTC,UK
UltraLab620,Digital/Hacking,Quality Fullz,0.386039 BTC,China
RedMarket810,Drugs/Psychedelics/Mushrooms,Quality Cubensis 1g,4.577011 BTC,UK
SecureBoss844,Drugs/Opioids/Oxycodone,Authentic Grade-A Oxy 250ct,1.722291 BTC,France
QuickKing639,Drugs/Cannabis/Edibles,Premium Tested Product 28g,5.74382 BTC,Netherlands
StealthPro162,Drugs/Opioids/Heroin,Verified Heroin 1g,4.426529 BTC,USA/Europe
SwiftExpert794,Drugs/Psychedelics/Mushrooms,Psilocybin Verified Mushrooms 250g,0.772102 BTC,Spain
AlphaMaster277,Fraud/Documents,Fake Grade-A ID,0.351665 BTC,Canada
QuickDealer552,Drugs/Psychedelics/LSD,Quality LSD Blotters 1ct,4.743298 BTC,Australia
KingDirect228,Drugs/Ecstasy/MDMA,Crystal Quality MDMA 28g,1.81441 BTC,Australia
BlueKing295,Drugs/Opioids/Heroin,High Quality Pure Heroin 1g,3.261629 BTC,China
OmegaDirect105,Drugs/Opioids/Fentanyl,Pure Fentanyl Powder 7g,1.053224 BTC,Belgium
PharmaSource313,Drugs/Prescription/Tramadol,Lab Tramadol 7ct,0.043887 BTC,Czech Republic
CryptoDealer638,Drugs/Stimulants/Speed,Crystal Tested Speed 1g,2.262773 BTC,No Info
AlphaStore132,Digital/Hacking,Grade-A Fullz,3.416949 BTC,Czech Republic
QuickDirect928,Drugs/Stimulants/Meth,Grade-A Methamphetamine 28g,0.133569 BTC,Czech Republic
GhostLab755,Drugs/Opioids/Oxycodone,Premium Percs 7ct,6.810927 BTC,USA
SilentMaster997,Drugs/Cannabis/Edibles,Premium Verified Product 50g,0.529636 BTC,Worldwide
AlphaDirect701,Drugs/Cannabis/Edibles,Grade-A Quantity 2g,0.124941 BTC,Germany
DeltaMarket543,Drugs/Stimulants/Cocaine,Fishscale Pure Coke 14g,2.122264 BTC,China
SilentMaster955,Drugs/Prescription/Tramadol,Generic Lab Ultram 1ct,3.385214 BTC,Germany
VenomLab764,Drugs/Prescription/Tramadol,Pure Tramadol 25ct,0.401581 BTC,India
ShadowDealer416,Drugs/Cannabis/Hash,Premium Grade-A Product 28g,3.190255 BTC,Europe
SecureBoss844,Drugs/Ecstasy/MDMA,Pure Grade-A Molly 1g,2.460496 BTC,Switzerland
VenomSource928,Drugs/Opioids/Fentanyl,Tested Fentanyl Powder 100g,3.477152 BTC,Germany
QuickDealer552,Drugs/Stimulants/Cocaine,Premium Blow 1g,5.637159 BTC,India
BlackShop465,Drugs/Opioids/Heroin,Quality Heroin 50g,0.57192 BTC,UK
ShadowVendor954,Drugs/Stimulants/Meth,Quality Methamphetamine 5g,0.263861 BTC,Switzerland
KingLab317,Drugs/Stimulants/Speed,Quality Premium Amphetamine 5g,3.738932 BTC,Germany
UltraKing555,Drugs/Stimulants/Speed,Crystal Verified Speed 10g,1.556405 BTC,Germany
VenomSource928,Drugs/Stimulants/Meth,Ice Pure Crystal 5g,1.159969 BTC,USA/Europe
DeltaMarket608,Digital/Hacking,Hacked Quality Account,0.372944 BTC,Europe
KingKing458,Drugs/Cannabis/Edibles,Quality Quality Items 2ct,0.353142 BTC,India
AlphaMaster277,Drugs/Psychedelics/LSD,Tested Liquid LSD 5ml,0.520717 BTC,Poland
PharmaBoss522,Drugs/Stimulants/Cocaine,Quality Blow 100g,4.123065 BTC,No Info
VenomVendor269,Drugs/Opioids/Fentanyl,Lab Fentanyl Powder 50g,1.078307 BTC,France
AlphaVendor354,Drugs/Cannabis/Hash,Premium Quantity 10g,1.477133 BTC,Worldwide
BlueStore943,Drugs/Stimulants/Speed,Crystal Pure Speed 500g,4.531173 BTC,India
PharmaBoss522,Digital/Hacking,Hacked Pure Account,1.10478 BTC,Germany
UltraMarket470,Drugs/Opioids/Oxycodone,Authentic Lab Oxy 28ct,0.848705 BTC,USA/Europe
AlphaDirect701,Drugs/Prescription/Tramadol,Generic Quality Ultram 28ct,0.268237 BTC,Australia
SpeedMarket529,Drugs/Ecstasy/Pills,Grade-A MDMA Pressed Pills 14ct,2.648997 BTC,Netherlands
GreenDealer162,Digital/Hacking,Verified Fullz,6.576977 BTC,Worldwide
GreenExpert605,Drugs/Psychedelics/LSD,High-Dose Grade-A Tabs 500ct,3.31185 BTC,India
VenomMarket709,Drugs/Ecstasy/MDMA,Pure Lab Molly 250g,2.057417 BTC,USA/Europe
BlackBoss982,Drugs/Psychedelics/Mushrooms,Premium Cubensis 1g,0.99447 BTC,Spain
PharmaBoss522,Drugs/Cannabis/Edibles,Premium Grade-A Product 1g,3.279579 BTC,Canada
ShadowDealer416,Drugs/Cannabis/Hash,Lab Quantity 25g,6.199601 BTC,Australia
ShadowDealer416,Drugs/Prescription/Tramadol,Generic Premium Ultram 14ct,1.089152 BTC,Europe
VenomLab764,Digital/Hacking,Hacked Verified Account,1.944668 BTC,Germany
CryptoLab868,Drugs/Stimulants/Cocaine,High Purity Premium Cocaine 25g,4.081549 BTC,USA
NightLab646,Drugs/Stimulants/Meth,Premium Pure Meth 1g,0.803794 BTC,Belgium
VenomSource928,Drugs/Prescription/Adderall,Verified Amphetamine Salts 500ct,1.84443 BTC,China
EliteMaster689,Drugs/Opioids/Fentanyl,Research Chemical Tested Fent 10g,3.16481 BTC,India
SpeedShop526,Drugs/Prescription/Tramadol,Generic Lab Ultram 100ct,2.748371 BTC,France
StealthShop752,Drugs/Opioids/Heroin,Brown Lab Dope 2g,4.790945 BTC,USA
KingBoss990,Drugs/Cannabis/Hash,Premium Quantity 10g,5.34033 BTC,Switzerland
SpeedShop481,Drugs/Prescription/Adderall,Authentic Quality Adderall 10ct,4.064372 BTC,Czech Republic
PureMarket96,Drugs/Cannabis/Hash,Quality Quantity 250g,0.663316 BTC,Canada
BlackShop465,Fraud/Documents,Pure License Replica,1.242059 BTC,Belgium
GreenMarket125,Drugs/Opioids/Oxycodone,Premium Percs 7ct,0.035998 BTC,Belgium
AlphaStore95,Drugs/Cannabis/Edibles,Premium Tested Product 50g,5.280521 BTC,Belgium
AlphaStore878,Drugs/Cannabis/Weed,Premium Tested Product 100g,4.780447 BTC,Australia
BlackShop465,Drugs/Prescription/Adderall,Pure Amphetamine Salts 100ct,2.336126 BTC,Australia
GreenExpert605,Drugs/Opioids/Oxycodone,Pure Percs 250ct,3.707391 BTC,No Info
KingDirect228,Drugs/Psychedelics/LSD,Verified Liquid LSD 50ml,0.117995 BTC,Belgium
AlphaStore354,Drugs/Psychedelics/LSD,Tested Liquid LSD 500ml,1.799132 BTC,Germany
PureMarket224,Drugs/Stimulants/Speed,Verified Speed Paste 500g,5.325887 BTC,No Info
BlueStore78,Drugs/Prescription/Tramadol,Generic Pure Ultram 7ct,3.153972 BTC,Canada
PureStore440,Drugs/Ecstasy/Pills,Blue Tested Press 100ct,4.266196 BTC,Worldwide
QuickKing639,Drugs/Prescription/Adderall,Authentic Lab Adderall 1ct,5.712361 BTC,UK
GreenExpert605,Drugs/Psychedelics/Mushrooms,Quality Cubensis 2g,0.62417 BTC,Australia
VenomLab714,Drugs/Psychedelics/LSD,High-Dose Verified Tabs 500ct,6.568361 BTC,USA
KingBoss990,Fraud/Documents,Counterfeit Premium Passport,6.425814 BTC,Belgium
QuickMaster491,Drugs/Cannabis/Hash,Verified Quantity 100g,3.407307 BTC,Belgium
QuickDirect928,Drugs/Stimulants/Speed,Crystal Grade-A Speed 28g,3.900458 BTC,France
SpeedShop526,Drugs/Opioids/Oxycodone,Authentic Tested Oxy 14ct,6.516336 BTC,Europe
RedMarket810,Drugs/Stimulants/Cocaine,Fishscale Tested Coke 14g,4.442185 BTC,China
AlphaStore354,Drugs/Opioids/Heroin,Tested Heroin 28g,2.614716 BTC,Australia
SwiftKing346,Drugs/Prescription/Adderall,Lab Amphetamine Salts 1ct,4.220691 BTC,Australia
GreenDealer162,Fraud/Documents,Counterfeit Grade-A Passport,3.600267 BTC,USA/Europe
KingLab317,Drugs/Stimulants/Cocaine,Fishscale Lab Coke 5g,3.365266 BTC,Netherlands
DeltaStore687,Fraud/Documents,Verified License Replica,2.646932 BTC,Canada
DeltaMarket543,Drugs/Cannabis/Edibles,Premium Quantity 5g,3.560271 BTC,Poland
GreenMarket125,Drugs/Dissociatives/Ketamine,Lab K Powder 250g,4.823887 BTC,USA/Europe
EliteDealer235,Drugs/Prescription/Tramadol,Generic Pure Ultram 250ct,1.604182 BTC,No Info
NightLab646,Drugs/Ecstasy/Pills,Blue Grade-A Press 100ct,1.033538 BTC,Worldwide
SilentBoss239,Drugs/Opioids/Heroin,Verified Heroin 7g,2.214927 BTC,No Info
SpeedVendor287,Drugs/Dissociatives/Ketamine,Verified K Powder 1g,2.117164 BTC,UK
CryptoDirect666,Drugs/Ecstasy/MDMA,Crystal Quality MDMA 100g,3.059894 BTC,Canada
PharmaSource313,Drugs/Opioids/Fentanyl,Research Chemical Lab Fent 1g,2.790082 BTC,Worldwide
RedMarket810,Fraud/Documents,Fake Quality ID,1.137995 BTC,Poland
RedMarket810,Drugs/Psychedelics/DMT,Crystal Quality DMT 5g,0.494206 BTC,No Info
GreenDealer162,Drugs/Psychedelics/Mushrooms,Psilocybin Premium Mushrooms 5g,0.87537 BTC,France
SwiftDealer556,Drugs/Ecstasy/MDMA,Pure Premium Molly 25g,0.311134 BTC,USA/Europe
SilentBoss239,Drugs/Cannabis/Edibles,Premium Quality Product 500g,3.090197 BTC,Germany
VenomLab764,Drugs/Cannabis/Edibles,Verified Quantity 28g,6.372457 BTC,China
VenomLab764,Fraud/Documents,Counterfeit Premium Passport,0.655041 BTC,USA/Europe
PureVendor480,Drugs/Opioids/Fentanyl,Grade-A Fentanyl Powder 14g,1.897825 BTC,Worldwide
AlphaStore878,Drugs/Opioids/Fentanyl,Lab Fentanyl Powder 2g,0.539031 BTC,Canada
AlphaStore132,Drugs/Psychedelics/LSD,Premium LSD Blotters 7ct,2.982235 BTC,Europe
BlackMarket588,Drugs/Stimulants/Cocaine,Grade-A Blow 2g,0.542749 BTC,USA/Europe
VenomMarket709,Drugs/Prescription/Tramadol,Pure Tramadol 14ct,1.718167 BTC,Spain
SilentBoss239,Drugs/Prescription/Tramadol,Lab Tramadol 5ct,2.500428 BTC,Worldwide
KingLab317,Drugs/Dissociatives/Ketamine,Research Grade Premium Ketamine 100g,2.850086 BTC,USA/Europe
SilentMarket189,Drugs/Prescription/Adderall,Premium Amphetamine Salts 28ct,2.646916 BTC,Belgium
AlphaKing463,Drugs/Prescription/Xanax,Pressed Premium Xanax 2ct,4.069116 BTC,Spain
QuickSource60,Drugs/Opioids/Oxycodone,Authentic Tested Oxy 25ct,0.811949 BTC,Switzerland
ShadowVendor173,Drugs/Dissociatives/Ketamine,Premium K Powder 250g,4.627716 BTC,USA
PharmaExpert186,Drugs/Opioids/Oxycodone,Authentic Verified Oxy 7ct,2.483319 BTC,China
ShadowVendor954,Drugs/Psychedelics/DMT,Pure Spice 1g,0.59343 BTC,Germany
SwiftStore884,Digital/Hacking,Compromised Pure Database,0.944642 BTC,France
SpeedShop481,Drugs/Cannabis/Hash,Premium Verified Product 1g,1.796029 BTC,Worldwide
PureVendor480,Drugs/Psychedelics/LSD,Tested Liquid LSD 50ml,2.551872 BTC,Czech Republic
UltraVendor891,Drugs/Dissociatives/Ketamine,Tested K Powder 500g,2.149877 BTC,Poland
PharmaBoss522,Drugs/Opioids/Heroin,High Quality Premium Heroin 7g,1.205452 BTC,Netherlands
StealthPro162,Drugs/Opioids/Oxycodone,Authentic Grade-A Oxy 100ct,1.08548 BTC,Australia
SilentMaster955,Drugs/Cannabis/Hash,Pure Quantity 1g,3.954403 BTC,Australia
GreenMarket125,Drugs/Cannabis/Weed,Premium Tested Product 500g,5.80541 BTC,Canada
BluePro475,Drugs/Cannabis/Hash,Quality Tested Items 500ct,0.951895 BTC,Poland
AlphaMaster277,Drugs/Prescription/Xanax,Pure Benzo 28ct,0.526409 BTC,Germany
SecureBoss844,Drugs/Stimulants/Meth,Tested Methamphetamine 1g,2.486935 BTC,Netherlands
PharmaSource204,Drugs/Psychedelics/DMT,Quality Spice 250g,0.716357 BTC,Czech Republic
KingDirect228,Drugs/Prescription/Tramadol,Pure Tramadol 1ct,3.066536 BTC,Germany
UltraLab266,Drugs/Dissociatives/Ketamine,Research Grade Grade-A Ketamine 1g,4.672346 BTC,France
AlphaStore354,Drugs/Opioids/Fentanyl,Verified Fentanyl Powder 25g,1.152108 BTC,Czech Republic
QuickMaster491,Drugs/Cannabis/Hash,Premium Lab Product 5g,2.346168 BTC,Belgium
DarkShop818,Drugs/Prescription/Adderall,Quality Amphetamine Salts 2ct,1.217405 BTC,India
QuickDealer552,Drugs/Prescription/Xanax,Pressed Tested Xanax 500ct,0.38873 BTC,Spain
EliteMaster689,Drugs/Ecstasy/MDMA,Pure Tested Molly 10g,0.831439 BTC,Europe
CryptoDirect666,Digital/Hacking,Hacked Verified Account,2.768649 BTC,Spain
PureVendor480,Drugs/Psychedelics/LSD,High-Dose Quality Tabs 250ct,2.216431 BTC,Netherlands
UltraSource684,Drugs/Cannabis/Edibles,Pure Quantity 1g,1.862464 BTC,No Info
SwiftStore884,Drugs/Cannabis/Weed,Verified Quantity 100g,4.191716 BTC,Australia
UltraKing555,Drugs/Prescription/Adderall,Verified Amphetamine Salts 5ct,5.892065 BTC,Belgium
SilentMarket189,Drugs/Stimulants/Meth,Premium Lab Meth 1g,7.524981 BTC,Australia
CryptoDirect666,Drugs/Psychedelics/Mushrooms,Lab Cubensis 250g,1.038047 BTC,Australia
VenomLab714,Drugs/Stimulants/Cocaine,Pure Blow 25g,5.113871 BTC,Canada
ShadowDealer416,Drugs/Opioids/Heroin,Grade-A Heroin 50g,2.654205 BTC,Worldwide
DeltaMarket543,Drugs/Psychedelics/Mushrooms,Quality Cubensis 50g,4.00761 BTC,USA
SpeedShop526,Drugs/Opioids/Heroin,Brown Grade-A Dope 7g,1.359351 BTC,India
QuickDirect928,Fraud/Documents,Fake Tested ID,1.405083 BTC,Germany
UltraDirect809,Drugs/Psychedelics/Mushrooms,Dried Quality Shrooms 2g,2.828021 BTC,Worldwide
SilentMaster955,Drugs/Ecstasy/Pills,Lab MDMA Pressed Pills 1ct,0.614064 BTC,Canada
QuickPro135,Fraud/Documents,Premium License Replica,2.223033 BTC,Poland
AlphaDirect701,Drugs/Cannabis/Weed,Premium Premium Product 100g,2.335854 BTC,Switzerland
QuickKing639,Drugs/Prescription/Xanax,Pure Benzo 100ct,0.827581 BTC,Spain
AlphaStore95,Drugs/Prescription/Tramadol,Generic Lab Ultram 50ct,1.935207 BTC,Czech Republic
DeltaMarket543,Drugs/Cannabis/Edibles,Pure Quantity 28g,2.983464 BTC,USA/Europe
QuickKing639,Drugs/Ecstasy/Pills,Pure MDMA Pressed Pills 50ct,4.308271 BTC,France
BlackBoss982,Drugs/Stimulants/Meth,Ice Tested Crystal 1g,1.611221 BTC,India
SilentMarket838,Drugs/Psychedelics/LSD,Tested LSD Blotters 500ct,3.607883 BTC,Czech Republic
AlphaKing463,Drugs/Psychedelics/Mushrooms,Psilocybin Verified Mushrooms 14g,0.440868 BTC,Netherlands
AlphaStore132,Digital/Hacking,Compromised Pure Database,2.533269 BTC,Spain
QuickKing639,Drugs/Psychedelics/DMT,Crystal Verified DMT 7g,3.652704 BTC,No Info
QuickPro135,Drugs/Stimulants/Meth,Premium Pure Meth 10g,6.236628 BTC,USA
PureMarket224,Drugs/Cannabis/Weed,Premium Pure Product 10g,2.119678 BTC,Czech Republic
StealthVendor191,Drugs/Prescription/Adderall,Premium Amphetamine Salts 5ct,0.209409 BTC,Belgium
BlackMarket588,Drugs/Opioids/Heroin,High Quality Lab Heroin 100g,1.37829 BTC,Czech Republic
SpeedVendor287,Drugs/Prescription/Tramadol,Generic Lab Ultram 50ct,0.150008 BTC,Germany
SilentVendor726,Drugs/Cannabis/Hash,Premium Grade-A Product 14g,2.875745 BTC,India
AlphaDirect701,Drugs/Prescription/Xanax,Pressed Quality Xanax 28ct,0.741847 BTC,Netherlands
QuickSource60,Drugs/Psychedelics/Mushrooms,Dried Quality Shrooms 50g,0.751357 BTC,Europe
QuickPro135,Drugs/Cannabis/Hash,Lab Quantity 7g,4.557309 BTC,Germany
SwiftExpert794,Drugs/Prescription/Tramadol,Premium Tramadol 50ct,0.293255 BTC,Australia
PureMarket224,Drugs/Stimulants/Cocaine,Fishscale Premium Coke 500g,0.967544 BTC,Germany
AlphaMaster277,Drugs/Cannabis/Hash,Grade-A Quantity 50g,1.048728 BTC,Poland
CryptoDealer638,Drugs/Cannabis/Hash,Lab Quantity 100g,0.713455 BTC,USA/Europe
StealthKing618,Drugs/Stimulants/Speed,Lab Speed Paste 500g,0.063225 BTC,China
BlackBoss982,Drugs/Prescription/Xanax,Authentic Lab Xanax 250ct,1.877841 BTC,Netherlands
EliteMaster689,Drugs/Cannabis/Edibles,Premium Grade-A Product 50g,3.278815 BTC,Czech Republic
PureStore440,Drugs/Psychedelics/LSD,Lab LSD Blotters 7ct,0.779314 BTC,China
AlphaVendor354,Digital/Hacking,Grade-A Fullz,0.174193 BTC,Belgium
StealthVendor191,Drugs/Prescription/Xanax,Pressed Grade-A Xanax 28ct,1.270385 BTC,Poland
SilentMaster997,Drugs/Prescription/Tramadol,Quality Tramadol 100ct,1.204602 BTC,Czech Republic
ShadowDealer416,Drugs/Ecstasy/MDMA,Pure Pure Molly 100g,0.549608 BTC,India
SilentBoss239,Drugs/Opioids/Heroin,High Quality Verified Heroin 2g,3.955755 BTC,USA
BlackMarket588,Drugs/Ecstasy/MDMA,Pure Tested Molly 1g,8.144263 BTC,Europe
QuickKing639,Digital/Hacking,Hacked Verified Account,4.000018 BTC,Netherlands
NightLab646,Drugs/Opioids/Oxycodone,Grade-A Percs 2ct,2.862947 BTC,Poland
KingDirect228,Drugs/Opioids/Fentanyl,Grade-A Fentanyl Powder 28g,0.230306 BTC,France
SwiftStore705,Drugs/Psychedelics/LSD,Grade-A Liquid LSD 10ml,2.689173 BTC,Germany
VenomPro997,Drugs/Ecstasy/MDMA,Premium Ecstasy Crystals 500g,0.87488 BTC,UK
CryptoLab868,Drugs/Opioids/Oxycodone,Authentic Pure Oxy 25ct,1.535668 BTC,USA
VenomLab714,Drugs/Cannabis/Edibles,Quality Quantity 250g,2.704008 BTC,USA/Europe
AlphaDirect701,Drugs/Cannabis/Edibles,Lab Quantity 25g,6.218921 BTC,Canada
AlphaStore354,Drugs/Psychedelics/Mushrooms,Grade-A Cubensis 250g,3.635025 BTC,UK
AlphaStore354,Drugs/Cannabis/Hash,Premium Quality Product 28g,3.322521 BTC,Canada
StealthPro162,Drugs/Opioids/Heroin,High Quality Lab Heroin 2g,1.312094 BTC,Germany
GhostLab755,Drugs/Prescription/Xanax,Authentic Tested Xanax 250ct,2.277945 BTC,Worldwide
